id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1366138500916117505,1366136034896052224,2021-02-28 23:29:34 EET,2021-02-28,23:29:34,+0200,1339121688034807814,squatch03,squatch0_,,"@thugcrowd @donk_enby Give us this day our daily SQLi character escapes, and lead us not into cross site request forgery, but deliver us from cross site scripting, for thine is the gold tower, the hyperpartisanship, and grifting forever, maga.",en,[],[],[],2,13,122,[],[],https://twitter.com/squatch03/status/1366138500916117505,False,,0,,,,,,,,"[{'screen_name': 'thugcrowd', 'name': 'ThugCrowd', 'id': '973781719789789185'}, {'screen_name': 'donk_enby', 'name': 'crash override', 'id': '1213212165500325888'}]",,,,
1366135240880627717,1366133166256386048,2021-02-28 23:16:37 EET,2021-02-28,23:16:37,+0200,16468446,ryanflorence,Ryan Florence,,"So an interesting side effect is that in order for your page to work the way you expect, you're pushed into  http best practices (whether you know it or not), which then ensures your SameSite cookies actually protect you from CSRF (no mutations in GET).",en,[],[],[],1,0,12,[],[],https://twitter.com/ryanflorence/status/1366135240880627717,False,,0,,,,,,,,[],,,,
1366133166256386048,1366133166256386048,2021-02-28 23:08:23 EET,2021-02-28,23:08:23,+0200,16468446,ryanflorence,Ryan Florence,,"In @remix_run we have two primary server side hooks:  loader (for GET) action (for POST and friends)  This isn't just nice to think about, but things like SameSite cookies are designed with the assumption you aren't going to log somebody out with a GET, opening up CSRF attacks.",en,"[{'screen_name': 'remix_run', 'name': 'remix', 'id': '1250847387062419456'}]",[],[],2,3,44,[],[],https://twitter.com/ryanflorence/status/1366133166256386048,False,,0,,,,,,,,[],,,,
1366132118804430860,1366132118804430860,2021-02-28 23:04:13 EET,2021-02-28,23:04:13,+0200,1304730209615216640,wearyandroid,WearyAndroid,,Day 50 of #100DaysOfHacking  Can't believe I'm halfway through!   Completed ✅Solving JSON Cross-Site Request Forgery @PentesterLab  ✅JPGChat @RealTryHackMe   Worked on 🟡CCNA @flackboxtv  🟡Sec+ Videos @ProfessorMesser  🐍Python #100DaysOfCode  https://t.co/mLrvi8zOmv,en,"[{'screen_name': 'pentesterlab', 'name': 'pentesterlab', 'id': '438070214'}, {'screen_name': 'realtryhackme', 'name': 'tryhackme', 'id': '1059140424625991680'}, {'screen_name': 'flackboxtv', 'name': 'neil anderson', 'id': '4807258452'}, {'screen_name': 'professormesser', 'name': 'professor messer', 'id': '1439711'}]",[],['https://pbs.twimg.com/media/EvV5yXKWYAU96wX.png'],3,9,26,"['100daysofhacking', '100daysofcode']",[],https://twitter.com/wearyandroid/status/1366132118804430860,False,,1,https://pbs.twimg.com/media/EvV5yXKWYAU96wX.png,,,,,,,[],,,,
1366025614877106177,1366025614877106177,2021-02-28 16:01:00 EET,2021-02-28,16:01:00,+0200,1303316449851654145,dev_laravel,imah@Laravel使い,,確かにビックリするぐらい粘着質な人も居ますね。前に確認画面のセキュリティに関する質問(だったかな？)に対して、CSRF知ってるぅ？て延々質問者を煽ってる人を見かけましたので、お気をつけください。とはいえ白猫さんの質問に対しての回答は、そうだねって気持ちの方が強かったです。,ja,[],[],[],1,0,6,[],[],https://twitter.com/dev_laravel/status/1366025614877106177,False,https://twitter.com/shironeko_ton/status/1366003612757815301,0,,,,,,,,[],,,,
1365934604817891330,1365934604817891330,2021-02-28 09:59:22 EET,2021-02-28,09:59:22,+0200,891594887627382786,_riza_sal,Riza Sal,,Cross Site Request Forgery aka #CSRF attacks explained!  #webdev #javascript #js #Developer  https://t.co/DKq879N6kQ,en,[],[],"['https://pbs.twimg.com/media/EvTEBb3VEAEmGHZ.jpg', 'https://pbs.twimg.com/media/EvTGRbQVgAAU5sm.jpg', 'https://pbs.twimg.com/media/EvTEBcYVoAc_Sva.jpg']",1,8,15,"['csrf', 'webdev', 'javascript', 'js', 'developer']",[],https://twitter.com/_riza_sal/status/1365934604817891330,False,,1,https://pbs.twimg.com/media/EvTEBb3VEAEmGHZ.jpg,,,,,,,[],,,,
1365886338315259906,1365886338315259906,2021-02-28 06:47:34 EET,2021-02-28,06:47:34,+0200,1276609875154436102,trbughunters,TR Bug Hunters,,"If you are starting bug bounty from scratch, these lessons are literally for you!  -SQL Injection -Cross-Site Scripting -Command Execution -Clickjacking -CSRF -Session Fixation -Open Redirects -XML External Entities -Buffer overflows, etc.   https://t.co/75gbDFqnTF  #bugbountytips  https://t.co/vAPBoluklE",en,[],['https://www.hacksplaining.com/lessons'],['https://pbs.twimg.com/media/EvSaMp7WgAESo8L.jpg'],4,87,222,['bugbountytips'],[],https://twitter.com/trbughunters/status/1365886338315259906,False,,1,https://pbs.twimg.com/media/EvSaMp7WgAESo8L.jpg,,,,,,,[],,,,
1365744814554292224,1365744814554292224,2021-02-27 21:25:12 EET,2021-02-27,21:25:12,+0200,1227706883353567233,thexssrat,the XSS Rat,,"#bugbountytips newspaper website as a target? Test for paywall bypass, login/register/password reset, IDOR between users, XXE via SVG if you can upload images, CSRF on important functionality, Blind XSS, anything else you can think off 🔥  Go kill em out there",en,[],[],[],1,10,74,['bugbountytips'],[],https://twitter.com/theXSSrat/status/1365744814554292224,False,,0,,,,,,,,[],,,,
1365740643805507584,1365740643805507584,2021-02-27 21:08:38 EET,2021-02-27,21:08:38,+0200,1304730209615216640,wearyandroid,WearyAndroid,,Day 49 #100DaysOfHacking   Quiet Day  Completed ✅Solving Cross-Site Request Forgery @PentesterLab   Worked on 🟡Various rooms @RealTryHackMe  🟡CCNA @flackboxtv  🟡Sec+ Videos @ProfessorMesser  🐍Python #100DaysOfCode   #infosec #cybersecurity #python #lockdown #learning  https://t.co/YAbU2A3X2q,en,"[{'screen_name': 'pentesterlab', 'name': 'pentesterlab', 'id': '438070214'}, {'screen_name': 'realtryhackme', 'name': 'tryhackme', 'id': '1059140424625991680'}, {'screen_name': 'flackboxtv', 'name': 'neil anderson', 'id': '4807258452'}, {'screen_name': 'professormesser', 'name': 'professor messer', 'id': '1439711'}]",[],['https://pbs.twimg.com/media/EvQVkPiWQAAlI46.png'],1,6,33,"['100daysofhacking', '100daysofcode', 'infosec', 'cybersecurity', 'python', 'lockdown', 'learning']",[],https://twitter.com/wearyandroid/status/1365740643805507584,False,,1,https://pbs.twimg.com/media/EvQVkPiWQAAlI46.png,,,,,,,[],,,,
1365270463807713286,1365270463807713286,2021-02-26 14:00:18 EET,2021-02-26,14:00:18,+0200,1044109195,senseshare_inc,徳田 啓,,🔔明日の21時に新動画アップします！  【開発実況シリーズ】 Web日報登録システムを作る  #15 セキュリティ対策  【今回のセキュリティ対策で行うこと】 ・パスワードの暗号化 ・個人情報の暗号化 ・Webアプリの脆弱性対策（XSS／CSRF）  #駆け出しエンジニアと繋がりたい #プログラミング学習  https://t.co/FStbGXep0Z,ja,[],[],['https://pbs.twimg.com/media/EvJqQCuXIAQAVVf.jpg'],0,0,13,"['駆け出しエンジニアと繋がりたい', 'プログラミング学習']",[],https://twitter.com/senseshare_inc/status/1365270463807713286,False,,1,https://pbs.twimg.com/media/EvJqQCuXIAQAVVf.jpg,,,,,,,[],,,,
